fiscal_year,prefecture,prefecture_code,prefecture_basis,category_axis,sector,n_awards,n_corporate,n_masked_individual,n_awards_suppressed_in_group,records_parsed,records_normalized,retrieved_at,amount_min_jpy,amount_q1_jpy,amount_median_jpy,amount_q3_jpy,amount_max_jpy,amount_sum_jpy,award_ratio_median,award_ratio_q1,award_ratio_q3,award_ratio_coverage,source_id,license,attribution
2023,愛媛県,38,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,2,2,0,0,313607,313568,2026-09-21T14:28:16Z,2049000,2739600,3430200,4120800,4811400,6860400,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,愛知県,23,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,21,21,0,0,313607,313568,2026-09-21T14:28:16Z,835200,2688000,4148000,5900000,98100000,186337331,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,新潟県,15,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,4,4,0,0,313607,313568,2026-09-21T14:28:16Z,6970000,7487568,7964045,11438500,20950000,43848090,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,東京都,13,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,945,945,0,0,313607,313568,2026-09-21T14:28:16Z,390000,5344000,14900000,52000000,17350000000,159772962391,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,沖縄県,47,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,900000,900000,900000,900000,900000,900000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,熊本県,43,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,3,3,0,0,313607,313568,2026-09-21T14:28:16Z,1493400,2351250,3209100,4314243,5419386,10121886,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,石川県,17,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,3,3,0,0,313607,313568,2026-09-21T14:28:16Z,3000000,3319750,3639500,4512250,5385000,12024500,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,神奈川県,14,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,50,50,0,0,313607,313568,2026-09-21T14:28:16Z,390000,3544750,9100000,32426000,879700000,2059094970,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,福井県,18,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,2,2,0,0,313607,313568,2026-09-21T14:28:16Z,7800000,8850000,9900000,10950000,12000000,19800000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,福岡県,40,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,3,3,0,0,313607,313568,2026-09-21T14:28:16Z,2450000,3215000,3980000,8952974,13925948,20355948,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,福島県,07,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,3,3,0,0,313607,313568,2026-09-21T14:28:16Z,5280000,7824000,10368000,39043000,67718000,83366000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,群馬県,10,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,4970000,4970000,4970000,4970000,4970000,4970000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,茨城県,08,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,4,4,0,0,313607,313568,2026-09-21T14:28:16Z,1447000,1501750,1915000,3047100,5258400,10535400,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,長野県,20,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,8,8,0,0,313607,313568,2026-09-21T14:28:16Z,1727000,2281225,5003400,37237500,291600000,437529100,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,静岡県,22,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,2,2,0,0,313607,313568,2026-09-21T14:28:16Z,1676800,2395100,3113400,3831700,4550000,6226800,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,香川県,37,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,6925500,6925500,6925500,6925500,6925500,6925500,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,三重県,24,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,22,22,0,0,313607,313568,2026-09-21T14:28:16Z,202,831000,1626002,2845062,12950000,59937688,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,不明,,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,43,0,43,0,313607,313568,2026-09-21T14:28:16Z,129,755250,1400000,2815670,9651925,93384715,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,京都府,26,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,117,117,0,0,313607,313568,2026-09-21T14:28:16Z,83,94200,1530000,4250238,107800000,512286032,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,佐賀県,41,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,10,10,0,0,313607,313568,2026-09-21T14:28:16Z,416000,1790840,2633622,5828492,61200000,93335394,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,兵庫県,28,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,98,98,0,0,313607,313568,2026-09-21T14:28:16Z,18,1233250,2176340,6094125,1394000000,2330584366,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,北海道,01,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,278,278,0,0,313607,313568,2026-09-21T14:28:16Z,5,570200,1808100,4548750,785000000,3647384460,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,千葉県,12,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,95,95,0,0,313607,313568,2026-09-21T14:28:16Z,17,678340,1947000,4289250,480255430,972056295,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,和歌山県,30,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,19,19,0,0,313607,313568,2026-09-21T14:28:16Z,84,226,570000,1410962,48000000,73619717,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,埼玉県,11,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,67,67,0,0,313607,313568,2026-09-21T14:28:16Z,4250,1403900,3000000,7380000,94000000,549422879,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,大分県,44,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,19,19,0,0,313607,313568,2026-09-21T14:28:16Z,82,434090,1494790,4178000,59500000,117013321,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,大阪府,27,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,364,364,0,0,313607,313568,2026-09-21T14:28:16Z,78,98850,1985885,6718220,1040000000,7463037826,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,奈良県,29,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,20,20,0,0,313607,313568,2026-09-21T14:28:16Z,199,791445,1637400,3577500,49900000,93275639,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,宮城県,04,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,79,79,0,0,313607,313568,2026-09-21T14:28:16Z,81,1540000,4492332,12396000,1632000000,6353542617,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,宮崎県,45,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,32,32,0,0,313607,313568,2026-09-21T14:28:16Z,80,316,1862678,4282500,47670209,167572934,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,富山県,16,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,26,26,0,0,313607,313568,2026-09-21T14:28:16Z,82,855301,1945525,5297500,77000000,166038319,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,山口県,35,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,29,29,0,0,313607,313568,2026-09-21T14:28:16Z,96,1249360,2100000,4368000,55000000,163149007,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,山形県,06,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,12,12,0,0,313607,313568,2026-09-21T14:28:16Z,1090050,1249225,1781175,5437082,40500000,72357639,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,山梨県,19,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,16,16,0,0,313607,313568,2026-09-21T14:28:16Z,515000,1276488,2849000,5483700,61000000,110221511,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,岐阜県,21,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,35,35,0,0,313607,313568,2026-09-21T14:28:16Z,88,1647735,3100000,8295000,118000000,421129398,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,岡山県,33,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,74,74,0,0,313607,313568,2026-09-21T14:28:16Z,5,958500,2195000,4412100,553000000,927475664,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,岩手県,03,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,23,23,0,0,313607,313568,2026-09-21T14:28:16Z,26,934450,2160000,4624000,58400000,198568895,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,島根県,32,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,21,21,0,0,313607,313568,2026-09-21T14:28:16Z,189,771700,1590000,4191870,51240000,127959051,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,広島県,34,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,74,74,0,0,313607,313568,2026-09-21T14:28:16Z,440,1421392,2768250,6370000,327128566,994388291,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,徳島県,36,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,9,9,0,0,313607,313568,2026-09-21T14:28:16Z,570000,1530760,3096000,7686000,11000000,41731536,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,愛媛県,38,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,47,47,0,0,313607,313568,2026-09-21T14:28:16Z,78,85,1214350,3178000,11000000,88477012,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,愛知県,23,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,193,193,0,0,313607,313568,2026-09-21T14:28:16Z,44,1100000,2589847,6350000,1300376000,5345399908,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,新潟県,15,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,30,30,0,0,313607,313568,2026-09-21T14:28:16Z,32,83392,1352200,3300000,35250000,125235762,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,東京都,13,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,1449,1449,0,0,313607,313568,2026-09-21T14:28:16Z,48,1190000,3260220,9990000,5572250000,52393124343,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,栃木県,09,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,12,12,0,0,313607,313568,2026-09-21T14:28:16Z,87,948167,2731900,4063064,78000000,107517173,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,沖縄県,47,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,33,33,0,0,313607,313568,2026-09-21T14:28:16Z,90,1188000,3540000,7804229,79926137,296811584,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,滋賀県,25,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,21,21,0,0,313607,313568,2026-09-21T14:28:16Z,400000,1533280,1914000,4026000,8599200,59750291,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,熊本県,43,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,37,37,0,0,313607,313568,2026-09-21T14:28:16Z,82,2033150,3748000,5980000,116371214,272615519,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,石川県,17,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,42,42,0,0,313607,313568,2026-09-21T14:28:16Z,11600,1617625,2925000,6100500,66000000,227316345,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,神奈川県,14,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,110,110,0,0,313607,313568,2026-09-21T14:28:16Z,75,1318125,4040000,9456200,1759080000,4547560980,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,福井県,18,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,31,31,0,0,313607,313568,2026-09-21T14:28:16Z,1000,1646612,2740000,4910865,57000000,176841570,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,福岡県,40,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,137,137,0,0,313607,313568,2026-09-21T14:28:16Z,25,830000,2327250,5714794,696180000,1584299807,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,福島県,07,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,68,68,0,0,313607,313568,2026-09-21T14:28:16Z,86,2130000,5325000,9885000,64800000,498111182,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,秋田県,05,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,27,27,0,0,313607,313568,2026-09-21T14:28:16Z,94,350686,1372000,5145000,77000000,193340376,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,群馬県,10,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,22,22,0,0,313607,313568,2026-09-21T14:28:16Z,683650,1321250,3316435,7002000,55000000,153969623,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,茨城県,08,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,56,56,0,0,313607,313568,2026-09-21T14:28:16Z,30,1429174,1984360,4408600,36511840,224759354,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,長崎県,42,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,26,26,0,0,313607,313568,2026-09-21T14:28:16Z,87,971622,2484090,4052500,25140000,114102244,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,長野県,20,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,52,52,0,0,313607,313568,2026-09-21T14:28:16Z,83,428620,1869980,3758700,73294200,213630668,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,青森県,02,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,14,14,0,0,313607,313568,2026-09-21T14:28:16Z,54,1561650,3750000,7110000,60000000,123577635,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,静岡県,22,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,37,37,0,0,313607,313568,2026-09-21T14:28:16Z,83,970516,5823500,40320000,968477800,3063043567,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,香川県,37,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,56,56,0,0,313607,313568,2026-09-21T14:28:16Z,2180,937005,2263600,4166725,56478378,309950338,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,高知県,39,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,16,16,0,0,313607,313568,2026-09-21T14:28:16Z,286000,1522050,3096970,7155000,62000000,124460903,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,鳥取県,31,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,22,22,0,0,313607,313568,2026-09-21T14:28:16Z,85,210118,2171250,5920000,21000000,97305597,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,鹿児島県,46,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,44,44,0,0,313607,313568,2026-09-21T14:28:16Z,23,1827805,7492264,277110150,614078400,5705152591,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,三重県,24,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,財務・金融,12,12,0,0,313607,313568,2026-09-21T14:28:16Z,686340,1466485,2778864,6035985,16500000,61817314,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,不明,,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,財務・金融,37,0,37,0,313607,313568,2026-09-21T14:28:16Z,259000,1095000,1915000,5459454,141956000,261093743,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,京都府,26,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,財務・金融,40,40,0,0,313607,313568,2026-09-21T14:28:16Z,651000,1737140,4705675,15141614,250037356,739550295,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,佐賀県,41,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,財務・金融,7,7,0,0,313607,313568,2026-09-21T14:28:16Z,774000,1629500,3481200,6029796,17600000,37173792,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2023,兵庫県,28,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,財務・金融,69,69,0,0,313607,313568,2026-09-21T14:28:16Z,122,1334400,2086000,4500000,459942400,1047936984,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
